titolo_opera_iteatrire,opera_id,wikidata_uri_iteatrire,persona_nome,persona_id
flight level,70372,https://www.wikidata.org/wiki/Q1335035,"Benjamin, George",13017
Façade,70374,https://www.wikidata.org/wiki/Q16836117,"Walton, William Turner",13019
Façade,70374,https://www.wikidata.org/wiki/Q16836117,"Sitwell, Edith",13025
Alborada del Gracioso,70395,https://www.wikidata.org/wiki/Q119412866,"Ravel, Maurice",9631
The Tale of Tsar Saltan,70417,https://www.wikidata.org/wiki/Q1087929,"Rimskij-Korsakov, Nikolaj",34003
The Tale of Tsar Saltan,70417,https://www.wikidata.org/wiki/Q1087929,"Bel'skij, Vladimir",10601
The Tale of Tsar Saltan,70417,https://www.wikidata.org/wiki/Q1087929,"Puškin, Aleksandr Sergeevic",10602
Il cappello di paglia di Firenze,70418,https://www.wikidata.org/wiki/Q1157165,"Rota, Nino",10371
Il cappello di paglia di Firenze,70418,https://www.wikidata.org/wiki/Q1157165,"Rota, Ernesta",13111
Il cappello di paglia di Firenze,70418,https://www.wikidata.org/wiki/Q1157165,"Labiche, Eugène Marin",13112
Il cappello di paglia di Firenze,70418,https://www.wikidata.org/wiki/Q1157165,"Michel, Marc",13113
peninsula,70450,https://www.wikidata.org/wiki/Q34763,"Mircovich, Elisabetta de",13160
Griselda,70463,https://www.wikidata.org/wiki/Q2330994,"Bononcini, Giovanni",13174
Griselda,70463,https://www.wikidata.org/wiki/Q2330994,"Zeno, Apostolo",10894
Griselda,70463,https://www.wikidata.org/wiki/Q2330994,"Rolli, Paolo Antonio",13176
A Chorus Line,70465,https://www.wikidata.org/wiki/Q189427,"Kleban, Edward",13311
A Chorus Line,70465,https://www.wikidata.org/wiki/Q189427,"Hamlish, Marvin",31917
A Chorus Line,70465,https://www.wikidata.org/wiki/Q189427,"Kirkwood, James",12657
A Chorus Line,70465,https://www.wikidata.org/wiki/Q189427,"Dante, Nicholas",12658
La liberazione di Ruggiero dall'isola d'Alcina,70478,https://www.wikidata.org/wiki/Q3888701,"Merula, Tarquinio",13393
falling from the sky,70493,https://www.wikidata.org/wiki/Q121673739,"Maric, Dave",13418
Cin Ci La,70497,https://www.wikidata.org/wiki/Q3676996,"Ranzato, Virgilio",13424
Cin Ci La,70497,https://www.wikidata.org/wiki/Q3676996,"Lombardo, Carlo",12385
acronym,70507,https://www.wikidata.org/wiki/Q101244,"Camarero, César",12143
Processo X agosto,70548,https://www.wikidata.org/wiki/Q135266438,"Colla, Alberto",13747
Processo X agosto,70548,https://www.wikidata.org/wiki/Q135266438,"Kafka, Franz",13668
cleavage,70559,https://www.wikidata.org/wiki/Q107400,"Nunes, Emanoel",13956
Salome,70577,https://www.wikidata.org/wiki/Q723407,"Strauss, Richard",9639
Salome,70577,https://www.wikidata.org/wiki/Q723407,"Lachmann, Hedwig",14072
Salome,70577,https://www.wikidata.org/wiki/Q723407,"Wilde, Oscar",11773
Fergus and the Druid,70593,https://www.wikidata.org/wiki/Q19023616,"Cage, John",9977
"Oh, Kay!",70596,https://www.wikidata.org/wiki/Q1517784,"Gershwin, George",9598
"Oh, Kay!",70596,https://www.wikidata.org/wiki/Q1517784,"Gershwin, Ira",9779
"Oh, Kay!",70596,https://www.wikidata.org/wiki/Q1517784,"Dietz, Howard",16302
"Oh, Kay!",70596,https://www.wikidata.org/wiki/Q1517784,"Bolton, Guy Reginald",16303
"Oh, Kay!",70596,https://www.wikidata.org/wiki/Q1517784,"Grenville Wodehouse, Pelham sir",16304
Alt key,70598,https://www.wikidata.org/wiki/Q148742,"Kagel, Mauricio",10996
Maometto II,70606,https://www.wikidata.org/wiki/Q109242613,"Tadini, Michele",11444
arpeggio,70625,https://www.wikidata.org/wiki/Q506986,"Donatoni, Franco",10977
Billy Elliot the Musical,70633,https://www.wikidata.org/wiki/Q2771,"Dylan, Bob",12700
intersection,70635,https://www.wikidata.org/wiki/Q285783,"Johnson, Robert",14859
Machine gun nests,70637,https://www.wikidata.org/wiki/Q4383575,"Hendrix, Jimi",13980
An American in Paris,70641,https://www.wikidata.org/wiki/Q4749781,"Gershwin, George",9598
Evita,70683,https://www.wikidata.org/wiki/Q830549,"Lloyd Webber, Andrew",15385
Evita,70683,https://www.wikidata.org/wiki/Q830549,"Rice, Tim",15384
junction,70688,https://www.wikidata.org/wiki/Q1777515,"Griset, Cyril",12358
Flamenco zapateado notation,70689,https://www.wikidata.org/wiki/Q65166743,"Sarasate, Pablo de",15603
Bruíonn Bheag na hAlmhaine,70694,https://www.wikidata.org/wiki/Q112812929,"Cutting, Francis",15801
Ernani,70711,https://www.wikidata.org/wiki/Q211279,"Verdi, Giuseppe",9641
Ernani,70711,https://www.wikidata.org/wiki/Q211279,"Piave, Francesco Maria",10405
Ernani,70711,https://www.wikidata.org/wiki/Q211279,"Hugo, Victor",11248
Savitri,70781,https://www.wikidata.org/wiki/Q109242455,Anonimo medioevale,15973
Ծ/ծ,70830,https://www.wikidata.org/wiki/Q1425253,"Piazzolla, Astor",13252
Ծ/ծ,70830,https://www.wikidata.org/wiki/Q1425253,"Philippe, Pierre",16144
The Nutcracker,70851,https://www.wikidata.org/wiki/Q193705,"Čajkovskij, Pëtr Il'ič",9588
saying,70875,https://www.wikidata.org/wiki/Q3026787,"Barber, Samuel",9579
Il paese dei campanelli,70887,https://www.wikidata.org/wiki/Q3792841,"Ranzato, Virgilio",13424
Il paese dei campanelli,70887,https://www.wikidata.org/wiki/Q3792841,"Lombardo, Carlo",12385
Scugnizza,70888,https://www.wikidata.org/wiki/Q3953175,"Costa, Mario Pasquale",16229
Scugnizza,70888,https://www.wikidata.org/wiki/Q3953175,"Lombardo, Carlo",12385
Die Walküre,70889,https://www.wikidata.org/wiki/Q324319,"Wagner, Richard",9642
continuum,70891,https://www.wikidata.org/wiki/Q1704572,"Maderna, Bruno",10974
Orontea,70902,https://www.wikidata.org/wiki/Q3268790,"Cesti, Marc'Antonio",10812
Orontea,70902,https://www.wikidata.org/wiki/Q3268790,"Cicognini, Giacinto Andrea",16299
Shall We Dance? (TV show),70911,https://www.wikidata.org/wiki/Q12970909,"Gershwin, George",9598
Ave Maria,70913,https://www.wikidata.org/wiki/Q15982418,"Stravinskij, Igor'",9640
Euryanthe,70916,https://www.wikidata.org/wiki/Q707737,"Weber, Carl Maria von",11171
Oberon,70956,https://www.wikidata.org/wiki/Q690835,"Weber, Carl Maria von",11171
The Makropulos Affair,70966,https://www.wikidata.org/wiki/Q1142221,"Janácek, Leós",9607
The Makropulos Affair,70966,https://www.wikidata.org/wiki/Q1142221,"Čapek, Karel",16528
Ariodante,70967,https://www.wikidata.org/wiki/Q662514,"Händel, Georg Friedrich",9603
Ariodante,70967,https://www.wikidata.org/wiki/Q662514,"Salvi, Antonio",16543
Der Zauberlehrling,70983,https://www.wikidata.org/wiki/Q99395802,"Dukas, Paul",16558
Addio giovinezza!,70991,https://www.wikidata.org/wiki/Q2824148,"Pietri, Giuseppe",12861
Addio giovinezza!,70991,https://www.wikidata.org/wiki/Q2824148,"Camasio, Sandro",16579
Orpheus in the Underworld,70996,https://www.wikidata.org/wiki/Q1137065,"Offenbach, Jacques",9621
Orpheus in the Underworld,70996,https://www.wikidata.org/wiki/Q1137065,"Crémieux, Hector-Jonathan",9864
Orpheus in the Underworld,70996,https://www.wikidata.org/wiki/Q1137065,"Halévy, Ludovic",9865
Asturias,71018,https://www.wikidata.org/wiki/Q20576712,"Albéniz, Isaac",9886
Les aventures du roi Pausole,71026,https://www.wikidata.org/wiki/Q742234,"Ligeti, György",9971
La Belle Hélène,71027,https://www.wikidata.org/wiki/Q1219408,"Offenbach, Jacques",9621
La Belle Hélène,71027,https://www.wikidata.org/wiki/Q1219408,"Meilhac, Henri",9696
La Belle Hélène,71027,https://www.wikidata.org/wiki/Q1219408,"Halévy, Ludovic",9865
Khovanshchina,71028,https://www.wikidata.org/wiki/Q917711,"Musorgskij, Modest",9619
Mosè in Egitto,71074,https://www.wikidata.org/wiki/Q583156,"Rossini, Gioachino",9633
Mosè in Egitto,71074,https://www.wikidata.org/wiki/Q583156,"Tottola, Leone Andrea",9932
Mosè in Egitto,71074,https://www.wikidata.org/wiki/Q583156,"Ringhieri, Francesco Ulisse",16716
Prince Igor,71075,https://www.wikidata.org/wiki/Q275354,"Borodin, Aleksandr P.",9586
Tristan und Isolde,71076,https://www.wikidata.org/wiki/Q1324254,"Wagner, Richard",9642
Faust,71077,https://www.wikidata.org/wiki/Q745951,"Gounod, Charles",9602
Faust,71077,https://www.wikidata.org/wiki/Q745951,"Carré, Michel",9701
Faust,71077,https://www.wikidata.org/wiki/Q745951,"Barbier, Jules",9796
Faust,71077,https://www.wikidata.org/wiki/Q745951,"Goethe, Johann Wolfgang : von",33960
Les Boréades,71101,https://www.wikidata.org/wiki/Q1191054,"Rameau, Jean-Philippe",9630
Les Boréades,71101,https://www.wikidata.org/wiki/Q1191054,"Cahusac, Louis de",16745
L’olimpiade,71110,https://www.wikidata.org/wiki/Q21205064,"Pergolesi, Giovanni Battista",9624
L’olimpiade,71110,https://www.wikidata.org/wiki/Q21205064,"Metastasio, Pietro",9815
solitary,71118,https://www.wikidata.org/wiki/Q2438638,"Sollima, Giovanni",16841
Salvator Rosa,71122,https://www.wikidata.org/wiki/Q2759357,"Gomes, Carlos Antônio",16922
Salvator Rosa,71122,https://www.wikidata.org/wiki/Q2759357,"Ghislanzoni, Antonio",9794
Semiramide,71123,https://www.wikidata.org/wiki/Q900744,"Rossini, Gioachino",9633
Semiramide,71123,https://www.wikidata.org/wiki/Q900744,"Rossi, Gaetano",9757
Semiramide,71123,https://www.wikidata.org/wiki/Q900744,Voltaire,11268
Rusalka,71124,https://www.wikidata.org/wiki/Q831255,"Dvorák, Antonín",9771
Rusalka,71124,https://www.wikidata.org/wiki/Q831255,"Kvapil, Jaroslav",9772
Cavalleria rusticana,71125,https://www.wikidata.org/wiki/Q221806,"Mascagni, Pietro",9611
Cavalleria rusticana,71125,https://www.wikidata.org/wiki/Q221806,"Targioni-Tozzetti, Giovanni",9819
Cavalleria rusticana,71125,https://www.wikidata.org/wiki/Q221806,"Menasci, Guido",9820
Mefistofele,71126,https://www.wikidata.org/wiki/Q935669,"Boito, Arrigo",9585
Le comte Ory,71127,https://www.wikidata.org/wiki/Q734560,"Rossini, Gioachino",9633
Le comte Ory,71127,https://www.wikidata.org/wiki/Q734560,"Scribe, Eugène",9644
Le comte Ory,71127,https://www.wikidata.org/wiki/Q734560,"Delestre-Poirson, Charles-Gaspard",9931
I Lombardi alla prima crociata,71128,https://www.wikidata.org/wiki/Q468625,"Verdi, Giuseppe",9641
I Lombardi alla prima crociata,71128,https://www.wikidata.org/wiki/Q468625,"Solera, Temistocle",9970
Louise,71129,https://www.wikidata.org/wiki/Q286488,"Charpentier, Gustave",9590
Ariadne auf Naxos,71130,https://www.wikidata.org/wiki/Q654633,"Strauss, Richard",9639
Ariadne auf Naxos,71130,https://www.wikidata.org/wiki/Q654633,"Hofmannsthal, Hugo von",19437
Anna Bolena,71131,https://www.wikidata.org/wiki/Q559848,"Donizetti, Gaetano",9596
Anna Bolena,71131,https://www.wikidata.org/wiki/Q559848,"Romani, Felice",9648
La rondine,71132,https://www.wikidata.org/wiki/Q845556,"Puccini, Giacomo",9628
La rondine,71132,https://www.wikidata.org/wiki/Q845556,"Adami, Giuseppe",9895
The Tales of Hoffmann,71133,https://www.wikidata.org/wiki/Q335012,"Offenbach, Jacques",9621
The Tales of Hoffmann,71133,https://www.wikidata.org/wiki/Q335012,"Carré, Michel",9701
The Tales of Hoffmann,71133,https://www.wikidata.org/wiki/Q335012,"Barbier, Jules",9796
Hamlet,71134,https://www.wikidata.org/wiki/Q631016,"Thomas, Ambroise",16928
Hamlet,71134,https://www.wikidata.org/wiki/Q631016,"Carré, Michel",9701
Hamlet,71134,https://www.wikidata.org/wiki/Q631016,"Barbier, Jules",9796
Nabucco,71135,https://www.wikidata.org/wiki/Q202230,"Verdi, Giuseppe",9641
Nabucco,71135,https://www.wikidata.org/wiki/Q202230,"Solera, Temistocle",9970
Pagliacci,71136,https://www.wikidata.org/wiki/Q248644,"Leoncavallo, Ruggero",9608
Iris,71137,https://www.wikidata.org/wiki/Q474647,"Mascagni, Pietro",9611
Iris,71137,https://www.wikidata.org/wiki/Q474647,"Illica, Luigi",9710
Aroldo,71140,https://www.wikidata.org/wiki/Q697950,"Verdi, Giuseppe",9641
Aroldo,71140,https://www.wikidata.org/wiki/Q697950,"Piave, Francesco Maria",10405
Aroldo,71140,https://www.wikidata.org/wiki/Q697950,"Scott, Walter",12698
Linda di Chamounix,71141,https://www.wikidata.org/wiki/Q669382,"Donizetti, Gaetano",9596
Linda di Chamounix,71141,https://www.wikidata.org/wiki/Q669382,"Ennery, Adolphe-Philippe d'",16317
Lucrezia Borgia,71142,https://www.wikidata.org/wiki/Q685501,"Donizetti, Gaetano",9596
Lucrezia Borgia,71142,https://www.wikidata.org/wiki/Q685501,"Hugo, Victor",11248
Aleko,71143,https://www.wikidata.org/wiki/Q927503,"Rachmaninov, Sergej",13781
Aleko,71143,https://www.wikidata.org/wiki/Q927503,"Nemirovic-Dancenko, Vladimir Ivanovic",16943
Aleko,71143,https://www.wikidata.org/wiki/Q927503,"Puškin, Aleksandr Sergeevic",10602
L'occasione fa il ladro,71145,https://www.wikidata.org/wiki/Q651596,"Rossini, Gioachino",9633
L'occasione fa il ladro,71145,https://www.wikidata.org/wiki/Q651596,"Prividali, Luigi",16944
L'occasione fa il ladro,71145,https://www.wikidata.org/wiki/Q651596,"Scribe, Eugène",9644
Lakmé,71155,https://www.wikidata.org/wiki/Q776107,"Delibes, Léo",9595
Lakmé,71155,https://www.wikidata.org/wiki/Q776107,"Gondinet, Edmond",9734
Lakmé,71155,https://www.wikidata.org/wiki/Q776107,"Gille, Philippe",9735
Le duc d'Albe,71156,https://www.wikidata.org/wiki/Q576230,"Donizetti, Gaetano",9596
Il corsaro,71157,https://www.wikidata.org/wiki/Q467289,"Verdi, Giuseppe",9641
Il corsaro,71157,https://www.wikidata.org/wiki/Q467289,"Piave, Francesco Maria",10405
Médée,71158,https://www.wikidata.org/wiki/Q577758,"Cherubini, Luigi",9591
Médée,71158,https://www.wikidata.org/wiki/Q577758,"Hoffman, François-Benôit",9723
Mignon,71159,https://www.wikidata.org/wiki/Q657595,"Thomas, Ambroise",16928
Mignon,71159,https://www.wikidata.org/wiki/Q657595,"Carré, Michel",9701
Mignon,71159,https://www.wikidata.org/wiki/Q657595,"Barbier, Jules",9796
Mignon,71159,https://www.wikidata.org/wiki/Q657595,"Goethe, Johann Wolfgang : von",33960
Don Quichotte,71160,https://www.wikidata.org/wiki/Q727793,"Massenet, Jules",9612
Don Quichotte,71160,https://www.wikidata.org/wiki/Q727793,"Cain, Henri",9827
Don Quichotte,71160,https://www.wikidata.org/wiki/Q727793,"Cervantes, Miguel de",10449
The Maid of Orleans,71161,https://www.wikidata.org/wiki/Q785557,"Čajkovskij, Pëtr Il'ič",9588
The Maid of Orleans,71161,https://www.wikidata.org/wiki/Q785557,"Schiller, Friedrich",10630
La Gioconda,71162,https://www.wikidata.org/wiki/Q748840,"Ponchielli, Amilcare",9625
La Gioconda,71162,https://www.wikidata.org/wiki/Q748840,"Boito, Arrigo",9585
La vestale,71163,https://www.wikidata.org/wiki/Q1622224,"Spontini, Gaspare",9637
La vestale,71163,https://www.wikidata.org/wiki/Q1622224,"Jouy, Victor-Joseph Étienne de",9714
Hérodiade,71164,https://www.wikidata.org/wiki/Q1989023,"Massenet, Jules",9612
Hérodiade,71164,https://www.wikidata.org/wiki/Q1989023,"Zanardini, Angelo",9707
Hérodiade,71164,https://www.wikidata.org/wiki/Q1989023,"Milliet, Paul",9829
Rodelinda,71165,https://www.wikidata.org/wiki/Q641095,"Händel, Georg Friedrich",9603
Rodelinda,71165,https://www.wikidata.org/wiki/Q641095,"Haym, Nicola Francesco",9800
Rodelinda,71165,https://www.wikidata.org/wiki/Q641095,"Salvi, Antonio",16543
Dinorah,71166,https://www.wikidata.org/wiki/Q470739,"Meyerbeer, Giacomo",9615
Dinorah,71166,https://www.wikidata.org/wiki/Q470739,"Carré, Michel",9701
Dinorah,71166,https://www.wikidata.org/wiki/Q470739,"Barbier, Jules",9796
Das Rheingold,71168,https://www.wikidata.org/wiki/Q327717,"Wagner, Richard",9642
Fra Diavolo,71169,https://www.wikidata.org/wiki/Q1440309,"Auber, Daniel-François-Esprit",9578
Fra Diavolo,71169,https://www.wikidata.org/wiki/Q1440309,"Scribe, Eugène",9644
The Telephone,71170,https://www.wikidata.org/wiki/Q1170527,"Menotti, Giancarlo",9613
Gianni Schicchi,71171,https://www.wikidata.org/wiki/Q727868,"Puccini, Giacomo",9628
Gianni Schicchi,71171,https://www.wikidata.org/wiki/Q727868,"Forzano, Giovacchino",9773
La buona figliuola,71172,https://www.wikidata.org/wiki/Q1152704,"Piccinni, Niccolò",17098
La buona figliuola,71172,https://www.wikidata.org/wiki/Q1152704,"Goldoni, Carlo",9777
morbid jealousy,71175,https://www.wikidata.org/wiki/Q901048,"Caine, Uri",11474
morbid jealousy,71175,https://www.wikidata.org/wiki/Q901048,"Verdi, Giuseppe",9641
morbid jealousy,71175,https://www.wikidata.org/wiki/Q901048,"Shakespeare, William",10325
display case,71182,https://www.wikidata.org/wiki/Q3561331,AA. VV.,12613
Victor/Victoria,71201,https://www.wikidata.org/wiki/Q2435604,"Mancini, Henry",17407
Victor/Victoria,71201,https://www.wikidata.org/wiki/Q2435604,"Edwards, Blake",17409
polo neck,71203,https://www.wikidata.org/wiki/Q1544262,"Thaemlitz, Terre",17415
five,71206,https://www.wikidata.org/wiki/Q2972841,"Cage, John",9977
The Cubes,71208,https://www.wikidata.org/wiki/Q131199610,"Schwartz, Laurie",17419
draft,71209,https://www.wikidata.org/wiki/Q31603,"Friedl, Reinhold",17420
Vittor Pisani,71223,https://www.wikidata.org/wiki/Q109241342,"Peri, Achille",17533
district of Bangladesh,71226,https://www.wikidata.org/wiki/Q152732,"Lari, Dante",17537
Il ritorno d'Ulisse in patria,71228,https://www.wikidata.org/wiki/Q907047,"Mattioli, Guglielmo",17534
Il ritorno d'Ulisse in patria,71228,https://www.wikidata.org/wiki/Q907047,"Campanini, Naborre",17539
Una follia,71241,https://www.wikidata.org/wiki/Q845828,"Donizetti, Gaetano",9596
Parisina,71242,https://www.wikidata.org/wiki/Q652926,"Donizetti, Gaetano",9596
Parisina,71242,https://www.wikidata.org/wiki/Q652926,"Byron, George Gordon",11160
plaintext,71250,https://www.wikidata.org/wiki/Q1162538,"Riley, Terry",11381
Orlando,71253,https://www.wikidata.org/wiki/Q946701,"Händel, Georg Friedrich",9603
Orlando,71253,https://www.wikidata.org/wiki/Q946701,"Haym, Nicola Francesco",9800
Orlando,71253,https://www.wikidata.org/wiki/Q946701,"Capeci, Carlo Sigismondo",9961
The Land of Smiles,71262,https://www.wikidata.org/wiki/Q53712,"Lehár, Franz",9861
The Land of Smiles,71262,https://www.wikidata.org/wiki/Q53712,"Herzer, L.",17792
The Land of Smiles,71262,https://www.wikidata.org/wiki/Q53712,"Löhner-Beda, Fritz",17793
ligature,71264,https://www.wikidata.org/wiki/Q188725,"Kurtág, György",9972
Suor Angelica,71270,https://www.wikidata.org/wiki/Q769394,"Puccini, Giacomo",9628
Suor Angelica,71270,https://www.wikidata.org/wiki/Q769394,"Forzano, Giovacchino",9773
Il tabarro,71271,https://www.wikidata.org/wiki/Q468235,"Puccini, Giacomo",9628
Il tabarro,71271,https://www.wikidata.org/wiki/Q468235,"Adami, Giuseppe",9895
Il pirata,71272,https://www.wikidata.org/wiki/Q467292,"Bellini, Vincenzo",9582
Il pirata,71272,https://www.wikidata.org/wiki/Q467292,"Romani, Felice",9648
Le siège de Corinthe,71273,https://www.wikidata.org/wiki/Q669125,"Rossini, Gioachino",9633
Le siège de Corinthe,71273,https://www.wikidata.org/wiki/Q669125,"Balocchi, Luigi",10904
Le siège de Corinthe,71273,https://www.wikidata.org/wiki/Q669125,"Soumet, Alexandre",17840
Le siège de Corinthe,71273,https://www.wikidata.org/wiki/Q669125,"Della Valle, Cesare",17841
L'Africaine,71274,https://www.wikidata.org/wiki/Q784719,"Meyerbeer, Giacomo",9615
L'Africaine,71274,https://www.wikidata.org/wiki/Q784719,"Scribe, Eugène",9644
Les Huguenots,71275,https://www.wikidata.org/wiki/Q466848,"Meyerbeer, Giacomo",9615
Les Huguenots,71275,https://www.wikidata.org/wiki/Q466848,"Scribe, Eugène",9644
The Demon,71276,https://www.wikidata.org/wiki/Q2623107,"Rubinštein, Anton",9925
The Demon,71276,https://www.wikidata.org/wiki/Q2623107,"Majkov, Apollon Nikolaevic",17428
The Demon,71276,https://www.wikidata.org/wiki/Q2623107,"Vieskovaty, Pavel",17851
The Demon,71276,https://www.wikidata.org/wiki/Q2623107,"Lermontov, Michail J.",17852
Halka,71277,https://www.wikidata.org/wiki/Q592291,"Moniuszko, Stanislaw",17853
Halka,71277,https://www.wikidata.org/wiki/Q592291,"Wolski, Wlodzimierz",17854
Alceste,71278,https://www.wikidata.org/wiki/Q1046495,"Gluck, Christoph Willibald",9601
Alceste,71278,https://www.wikidata.org/wiki/Q1046495,"Calzabigi, Ranieri de'",9788
Alceste,71278,https://www.wikidata.org/wiki/Q1046495,Euripide,31767
Der Rosenkavalier,71279,https://www.wikidata.org/wiki/Q471240,"Strauss, Richard",9639
Mireille,71280,https://www.wikidata.org/wiki/Q843042,"Gounod, Charles",9602
Mireille,71280,https://www.wikidata.org/wiki/Q843042,"Carré, Michel",9701
Mireille,71280,https://www.wikidata.org/wiki/Q843042,"Mistral, Frédéric",17860
Venice,71282,https://www.wikidata.org/wiki/Q7919970,"Fennesz, Christian",17903
Venice,71282,https://www.wikidata.org/wiki/Q7919970,"Wozencroft, Jon",17904
Royal Navy C4I system,71288,https://www.wikidata.org/wiki/Q11286394,"Ikeda, Ryoji",17951
Montag aus Licht,71290,https://www.wikidata.org/wiki/Q6903150,"Stockhausen, Karlheinz",9976
Sonntag aus Licht,71293,https://www.wikidata.org/wiki/Q7561983,"Stockhausen, Karlheinz",9976
Freitag aus Licht,71294,https://www.wikidata.org/wiki/Q8012945,"Stockhausen, Karlheinz",9976
Algorithms for Recovery and Isolation Exploiting Semantics,71295,https://www.wikidata.org/wiki/Q296649,"Stockhausen, Karlheinz",9976
Mittwoch aus Licht,71296,https://www.wikidata.org/wiki/Q6883575,"Stockhausen, Karlheinz",9976
Our Lady Day (Harvest),71299,https://www.wikidata.org/wiki/Q113470547,"Piparo, Massimo Romeo",11186
Our Lady Day (Harvest),71299,https://www.wikidata.org/wiki/Q113470547,"Porter, Cole",10309
Our Lady Day (Harvest),71299,https://www.wikidata.org/wiki/Q113470547,"Ellington, Duke",13706
Our Lady Day (Harvest),71299,https://www.wikidata.org/wiki/Q113470547,"Stewart, Amii",17993
Our Lady Day (Harvest),71299,https://www.wikidata.org/wiki/Q113470547,"Holiday, Billie",17994
Il ritorno d'Ulisse in patria,71301,https://www.wikidata.org/wiki/Q907047,"Monteverdi, Claudio",9617
Il ritorno d'Ulisse in patria,71301,https://www.wikidata.org/wiki/Q907047,"Badoaro, Giacomo",9847
vinta,71302,https://www.wikidata.org/wiki/Q3548153,AA. VV.,12613
Peer Gynt,71303,https://www.wikidata.org/wiki/Q20706555,"Grieg, Edvard",9887
Peer Gynt,71303,https://www.wikidata.org/wiki/Q20706555,"Ibsen, Henrik",10194
Wiener Blut,71315,https://www.wikidata.org/wiki/Q1931598,"Strauss, Johann",9638
Wiener Blut,71315,https://www.wikidata.org/wiki/Q1931598,"Léon, Viktor",12193
Wiener Blut,71315,https://www.wikidata.org/wiki/Q1931598,"Stein, Leo",12194
Eine Nacht in Venedig,71318,https://www.wikidata.org/wiki/Q1306554,"Strauss, Johann",9638
Eine Nacht in Venedig,71318,https://www.wikidata.org/wiki/Q1306554,"Genée, Franz Friedrich Richard",11174
Eine Nacht in Venedig,71318,https://www.wikidata.org/wiki/Q1306554,"Zell, Franz",36209
guerrilla warfare,71320,https://www.wikidata.org/wiki/Q80895,"Kreisler, Fritz",18338
guerrilla warfare,71320,https://www.wikidata.org/wiki/Q80895,"Marischka, Ernst",18339
guerrilla warfare,71320,https://www.wikidata.org/wiki/Q80895,"Marischka, Hubert",18340
Rose-Marie,71321,https://www.wikidata.org/wiki/Q2001175,"Friml, Rudolf",18343
Rose-Marie,71321,https://www.wikidata.org/wiki/Q2001175,"Stothart, Herbert",18344
Rose-Marie,71321,https://www.wikidata.org/wiki/Q2001175,"Harbach, Otto",17153
Rose-Marie,71321,https://www.wikidata.org/wiki/Q2001175,"Hammerstein II, Oscar",18345
Il gran Tamerlano,71331,https://www.wikidata.org/wiki/Q930452,"Myslivecek, Josef",18492
Il gran Tamerlano,71331,https://www.wikidata.org/wiki/Q930452,"Piovene, Agostino",18493
Il matrimonio segreto,71332,https://www.wikidata.org/wiki/Q428319,"Cimarosa, Domenico",9593
Il matrimonio segreto,71332,https://www.wikidata.org/wiki/Q428319,"Bertati, Giovanni",9732
Démophoon,71345,https://www.wikidata.org/wiki/Q5802281,"Cherubini, Luigi",9591
Démophoon,71345,https://www.wikidata.org/wiki/Q5802281,"Marmontel, Jean-François",12697
Anacréon,71346,https://www.wikidata.org/wiki/Q54996940,"Cherubini, Luigi",9591
Anacréon,71346,https://www.wikidata.org/wiki/Q54996940,"Mendouze, C.R.",36201
The Beggar's Opera,71354,https://www.wikidata.org/wiki/Q1472110,"Pepusch, Johann Christoph",18513
The Beggar's Opera,71354,https://www.wikidata.org/wiki/Q1472110,"Gay, John",9798
The Beggar's Opera,71354,https://www.wikidata.org/wiki/Q1472110,"Britten, Benjamin",31624
From the House of the Dead,71355,https://www.wikidata.org/wiki/Q777727,"Janácek, Leós",9607
From the House of the Dead,71355,https://www.wikidata.org/wiki/Q777727,"Dostoevskij, Fëdor Michailovic",10328
"Oberto, conte di San Bonifacio",71356,https://www.wikidata.org/wiki/Q636873,"Verdi, Giuseppe",9641
"Oberto, conte di San Bonifacio",71356,https://www.wikidata.org/wiki/Q636873,"Solera, Temistocle",9970
Super flumina Babylonis,71367,https://www.wikidata.org/wiki/Q19168778,"Palestrina, Giovanni Pierluigi da",10966
Alcido,71390,https://www.wikidata.org/wiki/Q26405264,"Bortnjanskij, Dmitrij Stepanovic",18584
Alcido,71390,https://www.wikidata.org/wiki/Q26405264,"Metastasio, Pietro",9815
Ave Maria,71409,https://www.wikidata.org/wiki/Q15982418,"Arcadelt, Jacques",18599
Fifth Sunday of Easter.,71420,https://www.wikidata.org/wiki/Q4165972,"Cavalli, Francesco",18608
Jenůfa,71437,https://www.wikidata.org/wiki/Q1196783,"Janácek, Leós",9607
Jenůfa,71437,https://www.wikidata.org/wiki/Q1196783,"Preissová, Gabriela",9808
Billy Budd,71447,https://www.wikidata.org/wiki/Q803767,"Britten, Benjamin",31624
Billy Budd,71447,https://www.wikidata.org/wiki/Q803767,"Crozier, Eric",9704
Billy Budd,71447,https://www.wikidata.org/wiki/Q803767,"Forster, E. M.",18867
largo,71467,https://www.wikidata.org/wiki/Q1805930,"Händel, Georg Friedrich",9603
Bastien und Bastienne,71472,https://www.wikidata.org/wiki/Q791268,"Mozart, Wolfgang Amadeus",9618
Bastien und Bastienne,71472,https://www.wikidata.org/wiki/Q791268,"Weiskern, Friedrich Wilhelm",9848
Francesca da Rimini,71473,https://www.wikidata.org/wiki/Q2718706,"Zandonai, Riccardo",19109
Francesca da Rimini,71473,https://www.wikidata.org/wiki/Q2718706,"D'Annunzio, Gabriele",10697
Il Capitan Spavento,71477,https://www.wikidata.org/wiki/Q109002411,"Malipiero, Gianfrancesco",10978
